province,district,sector,property_type,bedrooms,bathrooms,square_meters,parking_spaces,year_built,furnished,nearby_school,nearby_hospital,nearby_road,security_level,internet_access,market_demand,house_condition,land_size,predicted_market_value
Western Province,Rutsiro,Mushubati,Mansion,5,4,283,0,2017,0,1,1,1,2,1,2,2,830,119200000
Southern Province,Gisagara,Kigembe,House,3,3,101,2,2024,1,1,1,1,2,1,0,2,400,43600000
Eastern Province,Rwamagana,Rwamagana,House,4,3,173,0,2011,1,1,1,1,1,2,2,2,320,51700000
Southern Province,Huye,Ruhashya,Mansion,5,4,268,2,2013,1,1,1,1,0,2,1,2,700,124000000
Kigali City,Nyarugenge,Nyarugenge,Apartment,1,1,44,0,1996,0,0,1,1,1,1,1,2,140,17800000
Western Province,Rutsiro,Cyanika,Apartment,2,2,83,3,1997,1,1,1,0,1,0,2,2,370,22900000
Northern Province,Gakenke,Muzo,Mansion,6,6,379,1,2020,1,1,1,1,2,2,2,1,1280,186700000
Western Province,Ngororero,Muhororo,Mansion,4,4,197,3,2005,0,1,1,1,1,2,1,2,850,89200000
Eastern Province,Kirche,Kigina,House,2,1,73,1,2010,1,1,1,0,0,2,0,1,350,20700000
Northern Province,Rulindo,Rusiga,House,3,2,130,2,2006,1,1,0,1,2,2,0,2,280,35200000
Northern Province,Burera,Rugarama,House,2,2,72,2,1999,0,1,1,1,0,0,1,2,310,22900000
Kigali City,Gasabo,Jabana,House,3,2,125,2,1997,0,1,1,1,1,2,1,2,240,65700000
Northern Province,Musanze,Busogo,House,3,2,107,1,2019,0,1,1,1,2,0,2,1,210,31800000
Southern Province,Nyaruguru,Kibeho,House,3,2,150,0,2000,1,1,1,1,1,1,1,1,690,36600000
Eastern Province,Ngoma,Kazo,Villa,5,4,182,3,2005,1,1,1,1,0,1,1,1,680,74600000
Western Province,Rubavu,Nyundo,House,4,3,213,2,2005,0,1,0,1,1,1,1,2,650,74800000
Eastern Province,Gatsibo,Remera,Apartment,2,1,83,0,2023,0,1,1,1,2,0,1,1,290,20300000
Western Province,Nyamasheke,Nyabitekeri,House,3,3,116,3,2019,0,1,0,1,2,2,1,2,200,37800000
Eastern Province,Nyagatare,Nyagatare,House,4,4,207,1,2001,1,1,1,1,1,1,1,2,520,62800000
Southern Province,Nyamagabe,Mata,House,4,4,162,2,1996,1,1,1,1,1,2,1,1,470,59000000
Southern Province,Nyaruguru,Ruheru,House,4,3,166,2,2001,0,1,1,1,0,1,1,1,420,49100000
Western Province,Rusizi,Kamembe,Apartment,3,2,93,2,2014,1,1,1,1,0,1,0,2,180,22600000
Northern Province,Burera,Cyeru,Apartment,2,1,85,1,2009,1,1,1,1,2,1,0,2,270,25400000
Southern Province,Kamonyi,Musambira,Villa,4,4,111,0,2008,0,1,1,1,1,1,2,2,260,37200000
Southern Province,Kamonyi,Runda,House,3,3,75,3,2010,1,1,1,1,1,2,1,1,260,21000000
Northern Province,Gicumbi,Giti,House,4,4,141,1,2001,1,1,1,1,1,2,1,1,520,50300000
Southern Province,Nyamagabe,Ruheru,Mansion,6,5,448,0,2020,1,1,1,1,2,1,2,1,1620,181500000
Kigali City,Gasabo,Nduba,Apartment,3,3,90,3,2025,1,1,1,0,2,1,1,1,200,83400000
Western Province,Nyamasheke,Karengera,Mansion,6,5,374,3,2014,0,1,1,1,2,1,1,1,780,178100000
Western Province,Rusizi,Ramba,Apartment,2,2,55,1,2007,1,1,0,1,1,2,2,2,210,17100000
Eastern Province,Kayonza,Kabarondo,Villa,4,4,134,2,2003,0,0,1,1,0,2,2,2,430,45600000
Western Province,Ngororero,Muhororo,Apartment,2,2,92,0,2016,0,0,1,1,2,0,0,1,450,30900000
Southern Province,Huye,Mbazi,Villa,4,4,220,2,1995,0,1,1,1,2,1,1,1,640,64100000
Northern Province,Burera,Gatebe,House,3,3,135,0,2000,0,1,1,1,2,0,2,0,370,40200000
Western Province,Rutsiro,Gatumba,Apartment,3,3,95,2,2024,1,1,1,1,1,1,1,2,290,29200000
Kigali City,Gasabo,Bumbogo,House,2,2,69,2,2019,1,1,1,0,0,2,1,2,130,40400000
Northern Province,Burera,Gitovu,Apartment,2,2,51,3,2011,0,1,1,1,1,1,2,0,150,18400000
Northern Province,Burera,Rugengabari,House,4,4,140,1,2002,1,1,1,1,2,2,2,2,250,40300000
Western Province,Karongi,Rubengera,Villa,5,4,241,3,1996,0,1,1,1,1,1,1,1,600,102700000
Eastern Province,Kirche,Musaza,House,3,2,153,0,2024,1,1,1,0,1,2,2,2,720,41500000
Eastern Province,Kayonza,Murama,House,3,2,135,1,2021,1,1,1,1,1,2,0,1,440,43800000
Kigali City,Gasabo,Nduba,House,4,4,149,3,1997,1,1,1,1,1,1,1,2,540,149300000
Southern Province,Muhanga,Nyamabuye,House,5,5,247,1,2001,1,1,1,1,1,2,1,0,530,88100000
Eastern Province,Gatsibo,Ngarama,Apartment,3,2,84,3,2019,1,1,1,1,1,1,1,1,240,28900000
Eastern Province,Nyagatare,Rukomo,Apartment,1,1,38,1,2019,0,0,0,1,1,2,2,2,140,9600000
Western Province,Ngororero,Muhanda,House,4,4,118,1,2002,0,1,1,1,2,1,1,2,470,37600000
Southern Province,Muhanga,Nyamabuye,Apartment,2,1,90,2,1997,1,1,1,1,1,2,1,2,410,26500000
Northern Province,Gakenke,Cyabingo,House,3,2,136,1,1995,0,1,1,1,2,0,1,1,220,34000000
Southern Province,Nyaruguru,Cyahinda,House,3,3,85,1,2024,1,1,1,1,2,1,1,2,240,26200000
Northern Province,Rulindo,Shyorongi,Villa,4,3,125,1,1998,0,1,0,1,0,2,1,2,610,42800000
Kigali City,Kicukiro,Niboye,House,2,1,85,1,2017,1,1,0,1,1,2,2,1,360,57300000
Kigali City,Kicukiro,Niboye,House,2,1,100,1,2000,1,0,1,1,1,1,2,2,250,40700000
Eastern Province,Kirche,Nasho,Villa,5,5,236,3,2014,1,1,0,1,2,1,1,2,400,103900000
Southern Province,Muhanga,Shyogwe,Apartment,2,1,59,3,2020,0,1,1,1,0,2,1,1,160,18600000
Southern Province,Nyanza,Kibirizi,House,3,3,142,1,2023,0,1,0,1,2,2,0,2,690,55900000
Kigali City,Kicukiro,Gikondo,Mansion,4,4,204,2,2006,1,1,1,1,2,2,0,2,820,183500000
Eastern Province,Gatsibo,Gatsibo,House,3,2,132,1,2003,1,1,1,1,1,2,2,2,260,27700000
Western Province,Rusizi,Nkanka,House,2,1,98,2,2004,0,1,0,1,2,1,1,1,170,20200000
Eastern Province,Bugesera,Mwogo,House,4,4,149,3,2025,1,1,1,1,2,1,1,1,630,60800000
Southern Province,Nyanza,Nyanza,Mansion,5,4,251,2,2016,1,1,1,1,1,2,0,1,750,116700000
Eastern Province,Nyagatare,Karangazi,House,4,4,164,1,2008,1,1,1,1,1,0,1,2,470,47700000
Southern Province,Ruhango,Mwendo,House,4,4,118,0,2011,1,1,0,1,2,0,2,2,250,39600000
Southern Province,Huye,Kigoma,Apartment,3,2,75,1,2013,1,1,1,1,1,2,1,2,260,25400000
Northern Province,Burera,Ruhunde,House,3,3,143,1,2005,1,1,1,1,2,2,2,1,550,40500000
Western Province,Ngororero,Bwira,House,4,3,147,2,2020,0,1,1,1,2,2,1,2,690,69100000
Eastern Province,Gatsibo,Kageyo,Villa,5,5,236,0,2004,1,1,0,1,2,2,1,1,470,84700000
Southern Province,Kamonyi,Nyarubaka,Apartment,3,2,81,2,2010,1,1,1,1,0,1,1,2,360,26400000
Eastern Province,Rwamagana,Fumbwe,Apartment,2,1,57,1,2001,1,1,1,1,1,2,1,1,160,12100000
Northern Province,Burera,Kinyababa,Apartment,2,1,68,1,2014,1,1,1,1,1,2,1,2,310,24200000
Eastern Province,Ngoma,Gashanda,House,3,2,104,2,1998,0,1,1,1,1,2,0,1,410,31800000
Northern Province,Gakenke,Mugunga,House,4,3,160,0,2005,0,1,0,1,2,2,2,1,640,58300000
Kigali City,Nyarugenge,Kiyovu,House,4,4,118,1,2005,1,1,1,0,2,2,1,2,240,97600000
Eastern Province,Bugesera,Shyara,Apartment,1,1,40,1,2024,0,1,1,1,0,2,1,1,140,8900000
Western Province,Ngororero,Hindiro,House,3,2,92,3,2018,1,1,1,1,1,2,0,1,460,34700000
Eastern Province,Ngoma,Sake,Villa,3,2,118,1,2000,1,1,1,1,1,1,1,0,380,25600000
Northern Province,Gicumbi,Bukure,Villa,3,3,127,1,2021,1,1,1,1,0,0,0,1,550,50700000
Western Province,Karongi,Bwishyura,House,3,2,140,1,2013,1,1,1,1,2,1,2,1,630,39700000
Southern Province,Nyanza,Muyira,House,2,2,92,3,2025,0,1,0,1,0,2,0,1,420,29800000
Western Province,Rusizi,Nkombo,House,3,2,121,0,2009,1,1,0,1,1,2,2,2,390,36900000
Western Province,Rusizi,Bweyeye,House,4,4,122,2,2005,0,0,0,1,1,2,0,2,370,43700000
Northern Province,Gicumbi,Muko,Villa,4,4,119,2,2021,1,1,1,1,1,2,1,2,230,45800000
Northern Province,Musanze,Gataraga,Apartment,3,2,92,2,2005,1,1,1,1,2,1,1,2,460,37200000
Eastern Province,Kirche,Musaza,Villa,4,3,148,3,2020,0,1,1,1,2,2,1,1,370,55900000
Southern Province,Nyaruguru,Cyahinda,Apartment,2,2,93,1,2005,1,1,1,1,0,0,2,2,360,21200000
Eastern Province,Gatsibo,Nyamirama,Mansion,5,4,305,2,2003,0,1,0,1,0,1,1,0,700,102500000
Southern Province,Ruhango,Bweramana,House,3,2,140,3,2006,1,1,1,1,2,1,0,2,320,37400000
Eastern Province,Kirche,Mushikiri,Villa,4,4,186,0,1995,1,1,1,1,1,0,2,2,920,71400000
Western Province,Nyamasheke,Gihombo,House,3,3,93,3,2023,1,1,1,1,1,0,2,1,420,43200000
Eastern Province,Gatsibo,Remera,House,3,3,116,3,2001,0,0,1,1,2,2,0,0,390,34900000
Northern Province,Burera,Rugarama,House,5,4,178,0,2006,1,1,0,1,2,1,1,1,460,76600000
Eastern Province,Rwamagana,Gishali,Apartment,3,2,95,1,2020,0,1,1,1,1,1,1,1,220,23600000
Kigali City,Nyarugenge,Mageragere,Apartment,2,1,82,0,2017,1,1,1,1,2,1,0,2,220,49000000
Eastern Province,Kirche,Kigarama,House,3,2,111,2,2023,0,1,1,1,0,2,0,1,370,39200000
Western Province,Rutsiro,Kavumu,House,3,3,147,2,2002,1,1,1,1,1,0,2,1,480,43000000
Northern Province,Gakenke,Kivuruga,Mansion,6,6,338,1,1996,1,1,1,1,1,2,1,1,970,131000000
Southern Province,Muhanga,Nyabinoni,House,3,2,86,3,2019,1,1,1,0,1,1,1,1,280,26500000
Eastern Province,Kayonza,Kabarondo,House,3,3,128,1,2011,0,1,1,1,2,2,1,1,210,32900000
Eastern Province,Ngoma,Kazo,Villa,4,4,112,1,2002,1,0,1,1,2,1,0,2,290,29100000
Western Province,Rutsiro,Cyanika,Mansion,6,6,390,1,2016,0,1,1,1,1,2,1,1,920,179200000
Southern Province,Kamonyi,Kayumbu,Apartment,1,1,58,1,2007,1,1,0,1,1,2,2,1,230,15000000
Eastern Province,Nyagatare,Katabagemu,Villa,4,4,219,1,2013,1,0,0,1,1,2,1,0,560,79300000
Southern Province,Kamonyi,Rukoma,House,3,3,76,1,2006,0,1,1,1,0,1,2,2,250,26400000
Southern Province,Nyaruguru,Ruheru,Villa,4,4,117,0,2000,0,1,1,1,1,2,1,2,250,35800000
Eastern Province,Kirche,Mahama,House,3,2,133,3,2024,1,1,1,1,1,1,2,2,600,47800000
Southern Province,Nyamagabe,Mwogo,House,3,2,95,3,2019,1,1,1,1,2,2,0,0,180,31100000
Southern Province,Nyamagabe,Nkomane,House,3,2,89,1,2010,1,1,1,1,1,1,1,2,130,20900000
Northern Province,Burera,Butaro,Villa,4,4,189,0,2011,1,0,1,1,1,2,2,1,810,75400000
Western Province,Nyabihu,Bigogwe,Villa,5,4,210,2,1995,1,1,1,1,0,1,0,1,1020,86300000
Western Province,Rubavu,Busasamana,Apartment,2,1,97,2,2025,0,1,1,1,0,2,0,0,460,38400000
Western Province,Nyamasheke,Mahembe,Apartment,3,3,93,2,2024,1,1,0,1,1,2,1,1,300,28100000
Western Province,Ngororero,Hindiro,Apartment,1,1,43,2,2014,1,1,1,1,1,2,1,1,70,8400000
Northern Province,Burera,Gatebe,House,3,3,83,3,2016,0,1,1,1,2,0,1,2,230,29200000
Southern Province,Muhanga,Muhanga,House,2,2,91,1,2023,1,1,0,1,1,2,1,1,380,26800000
Western Province,Nyamasheke,Nyamasheke,Mansion,4,4,180,2,2000,0,1,1,0,1,2,1,2,330,49900000
Northern Province,Musanze,Nyange,House,3,2,151,2,2024,1,1,0,1,2,1,1,2,490,63000000
Eastern Province,Nyagatare,Rwempasha,Apartment,1,1,33,2,2006,0,1,1,1,1,2,1,1,160,6500000
Eastern Province,Rwamagana,Muhazi,House,3,2,146,2,2000,0,1,0,1,1,0,1,1,700,39000000
Eastern Province,Nyagatare,Karangazi,Villa,4,4,193,0,2018,1,1,1,1,1,1,2,1,760,63500000
Northern Province,Musanze,Kimonyi,Apartment,2,2,89,1,2002,1,1,1,1,2,1,0,1,380,27000000
Eastern Province,Gatsibo,Kabaron,House,5,4,172,2,2021,0,1,0,1,0,1,2,2,760,64300000
Northern Province,Gakenke,Gashenyi,House,2,2,62,0,2012,1,1,1,1,2,0,1,1,270,19200000
Southern Province,Ruhango,Kinazi,Apartment,3,3,99,2,2022,0,1,1,1,0,0,0,1,250,37400000
Northern Province,Rulindo,Burega,Villa,4,3,219,1,2020,1,0,1,1,1,2,2,2,860,96000000
Eastern Province,Nyagatare,Rwempasha,Villa,3,3,129,0,2005,0,1,1,1,1,1,1,1,340,32300000
Eastern Province,Nyagatare,Rwempasha,Villa,5,4,273,2,2021,1,1,1,1,0,2,1,0,1120,121500000
Western Province,Rubavu,Busasamana,Mansion,5,5,243,3,2015,1,1,1,1,1,0,0,2,830,122300000
Northern Province,Gicumbi,Giti,Villa,3,2,136,1,2002,0,0,1,1,1,2,1,0,490,42800000
Eastern Province,Kayonza,Kayonza,House,3,3,101,1,2025,1,1,1,1,2,1,1,2,400,39500000
Eastern Province,Kirche,Kirche,House,3,2,106,1,2012,1,1,1,1,2,2,1,1,450,30300000
Northern Province,Gakenke,Busengo,House,4,4,172,3,2019,1,1,1,0,0,1,2,2,490,84000000
Southern Province,Muhanga,Mushishiro,Villa,3,3,131,0,2022,1,1,1,1,1,1,0,2,610,48900000
Northern Province,Gakenke,Nemba,House,2,2,75,1,2007,0,1,1,1,2,2,2,1,270,21400000
Eastern Province,Gatsibo,Kabaron,House,3,3,113,2,2004,1,1,1,1,1,2,1,0,410,39600000
Kigali City,Kicukiro,Niboye,House,2,2,67,1,2013,1,1,1,1,1,2,2,2,120,40400000
Western Province,Ngororero,Muhanda,Villa,3,3,124,2,2010,1,1,1,1,2,2,2,1,550,39400000
Kigali City,Nyarugenge,Muhima,House,2,1,85,2,2020,1,1,1,1,1,1,2,1,360,58100000
Western Province,Rusizi,Ramba,Apartment,1,1,59,0,2002,0,1,1,1,1,2,2,1,180,13100000
Northern Province,Gakenke,Kivuruga,Mansion,6,5,433,2,2005,1,1,1,1,1,1,0,1,1730,246000000
Southern Province,Nyamagabe,Mwogo,Mansion,4,4,191,3,1997,0,1,1,1,0,2,0,1,640,70200000
Northern Province,Gakenke,Rusasa,Apartment,2,1,59,0,2016,1,1,1,1,1,1,2,2,150,16300000
Northern Province,Rulindo,Kisaro,House,4,3,110,1,2021,1,1,1,1,1,1,1,1,520,44600000
Kigali City,Nyarugenge,Nyamirambo,House,3,3,103,2,2008,1,1,1,1,1,2,0,1,330,72900000
Northern Province,Gakenke,Ruli,House,3,2,136,2,2000,0,1,1,1,1,2,2,1,510,38400000
Eastern Province,Kayonza,Rwinkwavu,Apartment,2,2,89,1,1998,0,1,0,1,2,2,2,1,300,17300000
Northern Province,Rulindo,Burega,House,2,2,72,2,2015,1,0,1,1,2,1,0,2,190,24100000
Western Province,Ngororero,Bwira,Apartment,1,1,54,3,2009,1,1,1,1,1,1,2,1,200,14800000
Eastern Province,Bugesera,Musenyi,House,4,3,153,2,1996,0,1,1,1,1,0,1,1,690,48800000
Western Province,Karongi,Rwankuba,House,2,2,93,0,1997,0,1,1,1,2,1,2,2,190,21300000
Eastern Province,Kirche,Nyarubuye,Villa,4,3,152,1,1998,1,1,1,1,0,0,2,2,470,38200000
Northern Province,Burera,Rugengabari,House,5,4,179,2,2025,1,1,1,0,0,2,0,2,330,70700000
Southern Province,Ruhango,Kabagali,Apartment,2,1,86,0,2013,0,1,1,1,2,2,1,1,260,21100000
Western Province,Rutsiro,Mukura,House,2,1,89,3,2021,1,1,1,1,1,2,1,1,300,26100000
Eastern Province,Kayonza,Gahini,Mansion,5,4,195,0,2018,0,1,0,1,0,1,0,2,650,63100000
Southern Province,Ruhango,Byima,Apartment,2,1,84,0,2006,1,0,1,1,2,1,0,1,130,17100000
Western Province,Nyabihu,Karago,House,2,2,72,1,2020,0,1,1,1,2,1,1,0,330,24500000
Western Province,Karongi,Bwishyura,House,3,2,115,1,2018,1,1,0,1,2,1,2,1,300,34100000
Kigali City,Gasabo,Nyarutarama,Apartment,2,1,60,0,2004,0,1,1,1,2,2,1,2,150,28500000
Northern Province,Burera,Kagogo,House,3,3,146,1,1995,1,1,1,1,2,1,2,2,560,46800000
Southern Province,Nyamagabe,Buruhukiro,Mansion,6,5,323,1,2018,0,1,1,1,0,1,2,2,1160,163400000
Kigali City,Gasabo,Jabana,Villa,4,4,207,2,2020,1,1,1,1,1,1,1,2,400,197000000
Eastern Province,Rwamagana,Muhazi,House,3,3,117,1,2001,1,1,1,1,2,2,2,1,540,33800000
Kigali City,Nyarugenge,Kimisagara,Apartment,1,1,39,1,2008,0,1,1,1,0,2,2,1,170,21000000
Eastern Province,Bugesera,Kamabuye,Villa,4,3,127,1,2006,1,1,1,1,1,2,2,2,250,41000000
Northern Province,Gakenke,Muhondo,Apartment,2,2,98,2,1998,1,1,0,1,2,0,2,1,220,27200000
Kigali City,Kicukiro,Gikondo,Mansion,6,5,347,0,2014,1,1,1,1,0,2,2,1,820,291900000
Western Province,Nyamasheke,Nyabitekeri,Villa,3,3,130,1,2003,0,1,1,1,1,2,0,1,640,43300000
Southern Province,Gisagara,Ndora,House,2,2,65,3,2023,0,1,1,1,0,1,1,2,300,19400000
Northern Province,Burera,Rugengabari,Villa,4,4,206,0,2024,0,1,1,1,2,1,0,0,380,79400000
Kigali City,Nyarugenge,Kigali,House,3,2,129,1,2020,1,1,1,1,2,2,0,2,530,101900000
Western Province,Nyabihu,Jenda,House,2,1,91,1,2010,1,1,1,1,2,1,1,0,270,23200000
Southern Province,Nyanza,Nyanza,Villa,5,5,222,1,2023,1,1,0,1,1,2,0,1,1080,105500000
Western Province,Karongi,Ruganda,Apartment,2,1,68,1,2009,1,0,1,1,2,2,2,1,250,20500000
Western Province,Rubavu,Rubavu,Apartment,3,2,97,1,2001,0,1,0,1,2,1,2,2,160,26200000
Eastern Province,Kirche,Mahama,House,3,2,148,2,2020,1,1,1,1,1,1,2,2,350,35700000
Southern Province,Nyaruguru,Kibeho,House,4,3,165,0,2004,1,1,0,1,2,2,2,2,620,58300000
Western Province,Nyabihu,Karago,Villa,5,4,188,3,2014,0,0,1,1,1,2,2,2,500,81500000
Northern Province,Rulindo,Mbogo,Apartment,2,1,94,1,2001,1,1,0,1,1,0,2,2,330,20600000
Southern Province,Ruhango,Ruhango,House,2,2,83,2,2001,0,0,1,0,2,0,1,1,280,19400000
Southern Province,Nyaruguru,Mata,Mansion,4,4,212,3,2020,0,0,1,1,0,2,1,1,700,80000000
Kigali City,Nyarugenge,Kigali,Apartment,3,3,83,0,2020,1,1,1,1,0,2,1,2,140,47300000
Northern Province,Rulindo,Rukozo,Apartment,2,2,64,3,2007,1,1,1,1,1,2,1,2,270,23700000
Eastern Province,Rwamagana,Musha,House,4,3,191,1,1998,1,1,0,1,1,2,2,0,630,65700000
Western Province,Nyabihu,Rambura,House,3,3,118,3,2024,0,0,0,1,2,1,1,2,180,45800000
Northern Province,Gakenke,Mataba,Mansion,5,4,235,2,2009,0,1,1,1,1,2,1,1,1160,124100000
Western Province,Ngororero,Ndaro,Apartment,2,1,54,0,2010,0,1,1,1,1,1,1,2,190,13800000
Eastern Province,Ngoma,Rurenge,House,3,3,103,0,2019,1,1,1,1,2,1,1,1,390,36700000
Southern Province,Nyamagabe,Tare,Apartment,1,1,45,1,2008,1,1,1,1,1,2,1,2,220,11600000
Western Province,Rusizi,Nkanka,House,4,3,121,1,2015,0,1,1,0,1,1,1,2,270,46900000
Southern Province,Huye,Maraba,House,2,1,88,0,2022,0,1,1,1,2,2,2,0,430,27000000
Eastern Province,Rwamagana,Munyaga,Apartment,2,1,52,1,2011,0,1,1,1,2,2,1,2,260,13200000
Western Province,Ngororero,Ngororero,House,5,5,202,2,2015,1,1,0,1,1,2,1,2,580,88200000
Southern Province,Kamonyi,Rukoma,Apartment,3,3,94,1,1997,1,1,1,1,2,2,0,1,180,22700000
Eastern Province,Gatsibo,Muhura,Apartment,2,1,55,1,2018,0,1,1,1,1,0,1,2,240,17300000
Northern Province,Musanze,Busogo,House,4,3,174,2,2004,0,1,0,1,2,2,1,2,850,68300000
Southern Province,Kamonyi,Kayumbu,House,3,3,155,0,2016,0,1,0,1,1,1,0,2,420,37400000
Eastern Province,Gatsibo,Kabaron,Villa,4,3,207,3,2003,1,1,1,1,1,2,2,1,940,71300000
Eastern Province,Bugesera,Mwogo,House,3,2,100,2,2015,0,1,1,1,1,2,2,2,290,26200000
Western Province,Nyamasheke,Kagano,House,5,4,180,2,2008,0,1,0,1,0,1,2,2,700,84900000
Southern Province,Nyaruguru,Rusenge,Villa,4,4,218,0,2015,0,1,0,1,2,1,1,2,610,72800000
Western Province,Rusizi,Bweyeye,House,3,2,157,3,2021,1,1,1,1,2,1,2,0,270,48700000
Southern Province,Muhanga,Nyabinoni,House,4,4,161,2,2007,0,1,1,1,2,2,1,1,370,53700000
Southern Province,Kamonyi,Ngamba,House,3,3,137,2,2000,1,1,1,1,1,2,2,2,250,32200000
Eastern Province,Kirche,Gatore,Villa,4,3,139,3,2024,1,1,1,1,2,1,0,2,500,58300000
Western Province,Karongi,Mutuntu,Mansion,6,5,446,3,2003,1,1,1,1,2,1,1,1,930,189500000
Eastern Province,Bugesera,Shyara,Mansion,4,4,181,2,2005,0,1,1,1,2,2,2,1,790,70700000
Eastern Province,Rwamagana,Munyaga,House,3,3,103,0,1998,1,1,1,1,0,2,2,2,370,26300000
Kigali City,Gasabo,Rusororo,Mansion,5,4,287,1,1999,1,1,1,1,2,1,1,2,1330,270600000
Western Province,Nyamasheke,Cyato,Villa,5,5,261,0,2020,1,1,1,1,2,2,0,2,860,106500000
Kigali City,Gasabo,Kacyiru,House,3,2,82,1,2008,0,1,1,1,2,1,1,2,230,63900000
Northern Province,Burera,Gahunga,House,3,2,128,2,2020,0,0,0,1,1,2,2,2,430,49300000
Eastern Province,Nyagatare,Gatunda,Apartment,2,1,57,0,2009,1,1,0,1,2,1,0,0,250,14800000
Kigali City,Kicukiro,Niboye,Apartment,1,1,30,1,2001,1,0,1,1,0,2,2,1,70,11200000
Northern Province,Musanze,Gashaki,House,4,3,115,2,1996,1,1,1,1,2,1,1,0,570,53200000
Southern Province,Nyanza,Nyanza,House,3,2,113,2,2017,1,1,1,1,0,2,1,2,290,32400000
Southern Province,Huye,Maraba,Apartment,2,2,94,3,2004,1,1,1,1,2,2,1,1,250,25200000
Kigali City,Gasabo,Gacuriro,Villa,3,3,129,2,2010,0,1,1,1,2,2,0,2,230,91400000
Northern Province,Burera,Rusarabuye,House,4,3,155,1,2024,1,1,1,1,2,1,1,2,750,71200000
Northern Province,Gicumbi,Kageyo,Mansion,4,4,209,2,1999,1,1,1,1,1,1,2,1,1020,97400000
Eastern Province,Ngoma,Kazo,House,4,4,146,2,2000,0,1,1,1,1,1,2,1,710,45900000
Western Province,Rubavu,Rubavu,House,4,3,162,1,2019,1,1,1,1,1,2,2,1,590,67700000
Southern Province,Ruhango,Bweramana,House,4,4,121,3,2008,1,1,1,1,0,2,2,2,330,44700000
Eastern Province,Nyagatare,Katabagemu,Mansion,5,5,317,1,2004,0,1,1,1,1,1,2,1,490,112200000
Western Province,Rusizi,Mururu,Mansion,4,3,182,2,1996,1,1,1,1,1,2,2,2,870,71500000
Northern Province,Rulindo,Tumba,Villa,3,2,159,1,2001,1,1,1,1,1,2,0,1,590,52900000
Western Province,Ngororero,Bwira,Apartment,3,3,83,2,2004,1,1,1,1,1,2,0,1,270,24100000
Northern Province,Gicumbi,Cyumba,House,3,2,107,2,2003,1,1,1,1,2,2,1,1,460,40100000
Western Province,Rutsiro,Gihango,Villa,3,3,142,1,2022,1,1,1,1,1,2,2,1,660,57100000
Eastern Province,Rwamagana,Munyiginya,Villa,5,4,271,2,2023,0,1,1,1,1,0,2,1,970,135500000
Western Province,Rutsiro,Gatumba,House,4,4,124,2,2005,1,1,1,1,2,1,2,2,220,44500000
Western Province,Karongi,Mubuga,House,3,3,106,1,2003,0,1,0,1,1,0,2,2,260,31900000
Eastern Province,Nyagatare,Rukomo,Apartment,2,2,53,0,2009,1,1,1,1,1,1,1,1,140,13800000
Southern Province,Nyaruguru,Ngera,Villa,3,3,146,0,2003,1,1,1,1,2,2,1,2,580,38200000
Southern Province,Nyaruguru,Nyabimata,House,4,4,128,0,2004,1,1,1,1,1,1,2,2,300,35100000
Southern Province,Nyaruguru,Muganza,House,3,2,119,1,1999,0,1,0,0,2,1,1,1,260,24100000
Eastern Province,Gatsibo,Rugarama,House,3,2,95,1,1999,1,0,0,1,1,1,0,2,200,25600000
Southern Province,Huye,Maraba,Mansion,6,6,321,0,2012,0,1,0,1,2,0,1,0,1580,177300000
Eastern Province,Bugesera,Mayange,Villa,3,3,160,3,1999,0,1,1,1,2,1,1,1,460,40400000
Northern Province,Burera,Butaro,House,2,1,85,1,2017,1,1,1,1,1,1,2,2,400,24500000
Western Province,Nyabihu,Kintobo,Apartment,1,1,41,2,1998,1,1,1,1,2,2,1,1,130,9600000
Western Province,Karongi,Mubuga,Mansion,6,6,292,3,2008,1,1,1,1,2,1,1,1,640,114000000
Kigali City,Gasabo,Remera,Apartment,1,1,57,2,2008,1,1,1,1,1,1,0,1,90,33700000
Northern Province,Burera,Gatebe,Apartment,1,1,45,1,2015,1,1,1,1,2,1,1,2,120,11100000
Kigali City,Nyarugenge,Kigali,Villa,4,3,190,1,2006,1,1,1,1,1,2,0,1,910,157200000
Eastern Province,Gatsibo,Ngarama,Apartment,2,2,52,1,1997,1,1,1,1,1,2,2,1,160,12900000
Western Province,Rusizi,Gitambi,House,3,3,78,2,2003,1,1,1,1,2,0,2,1,230,25400000
Northern Province,Rulindo,Tumba,Villa,4,3,189,0,2010,0,1,1,1,1,1,1,0,510,56700000
Eastern Province,Nyagatare,Nyagatare,House,2,1,91,2,2001,0,1,0,1,1,1,0,2,280,20700000
Western Province,Rusizi,Muganza,House,2,2,64,2,2011,1,1,1,1,2,1,2,2,230,18700000
Southern Province,Nyanza,Busasamana,Villa,4,3,140,0,2001,0,1,1,1,0,1,1,1,260,41000000
Northern Province,Gicumbi,Rutare,Apartment,2,2,58,1,2008,1,1,1,1,2,2,2,0,240,15200000
Eastern Province,Kayonza,Ndego,Villa,6,5,254,2,2006,1,0,0,1,2,2,2,1,530,112100000
Eastern Province,Kirche,Kirche,House,2,2,91,2,1998,0,0,1,1,0,1,2,2,320,26100000
Western Province,Ngororero,Nyange,Mansion,4,4,220,3,2025,0,1,1,1,0,2,2,0,810,84900000
Kigali City,Gasabo,Bumbogo,Mansion,6,6,439,2,2025,1,1,1,1,2,2,1,1,740,618000000
